price,bedrooms,bathrooms,m2_living,m2_lot,floors,waterfront,condition,grade,m2_basement,yr_built,yr_renovated,zip,lat,long
774000,4,2.75,185,644,2.0,0,5,8,0,1901,0,98199,47.6607,-122.396
368888,3,1.5,137,1121,1.0,0,4,7,0,1950,0,98155,47.7739,-122.322
344950,4,1.75,206,690,1.0,0,4,7,103,1956,0,98133,47.7466,-122.34
880000,3,1.75,355,828,1.0,0,3,9,178,1970,0,98155,47.7431,-122.29
1295000,5,3.5,340,782,2.0,0,3,8,87,1950,2014,98105,47.669,-122.275
310000,4,1.0,160,1019,1.5,0,3,7,0,1965,0,98133,47.7458,-122.334
485000,3,2.0,146,1032,1.0,0,4,7,0,1948,0,98177,47.7762,-122.367
690000,3,1.5,162,368,2.0,0,3,8,0,1922,0,98102,47.6401,-122.32
265000,4,3.0,178,752,1.0,0,4,7,0,1948,0,98155,47.7381,-122.302
1105000,5,3.25,282,460,2.0,0,3,9,94,2006,0,98103,47.6742,-122.35600000000001
545000,4,2.75,201,780,1.0,0,4,7,89,1959,0,98146,47.4961,-122.366
388000,2,1.75,74,442,1.0,0,4,6,0,1922,0,98136,47.5559,-122.396
425000,4,2.25,202,771,1.0,0,3,7,87,1959,0,98155,47.753,-122.31700000000001
536000,2,1.5,104,69,2.0,0,3,8,9,2009,0,98107,47.6684,-122.363
1175000,3,2.5,181,2133,1.0,1,3,8,80,1937,1998,98136,47.5495,-122.398
629950,3,2.5,155,149,2.0,0,3,9,52,2014,0,98119,47.6425,-122.374
465000,4,1.75,135,492,1.0,0,3,7,45,1955,0,98125,47.7048,-122.315
375000,3,2.5,122,75,3.0,0,3,8,0,2004,0,98117,47.6836,-122.387
459950,4,1.75,224,897,1.0,0,3,8,60,1974,0,98155,47.7687,-122.27600000000001
460000,3,3.25,126,110,3.0,0,3,8,0,2005,0,98107,47.6704,-122.391
625000,3,2.5,184,583,1.0,0,5,8,88,1981,0,98116,47.5639,-122.40100000000001
324950,4,1.75,213,850,1.0,0,3,7,107,1959,2014,98178,47.4909,-122.257
330000,3,2.25,180,183,2.0,0,3,7,19,2003,0,98118,47.5417,-122.289
500000,3,2.25,203,707,1.0,0,3,8,44,1972,0,98177,47.7729,-122.389
660000,6,1.75,169,255,1.0,0,3,7,72,1900,0,98122,47.6041,-122.31
605000,3,1.75,178,497,2.0,0,3,9,0,1978,0,98177,47.77,-122.391
877500,4,2.0,282,736,2.0,0,4,8,94,1922,0,98144,47.5795,-122.29
489900,3,1.0,155,820,1.0,0,4,7,0,1940,0,98117,47.7011,-122.375
422250,3,1.75,152,657,2.0,0,5,8,32,1977,0,98155,47.7733,-122.324
620000,3,2.25,158,368,1.5,0,4,7,25,1921,0,98105,47.6683,-122.286
750000,5,1.75,243,1223,1.0,1,4,8,114,1954,0,98178,47.5022,-122.223
525000,4,1.75,210,548,1.0,0,3,7,95,1947,0,98116,47.5655,-122.395
592500,6,4.5,322,782,2.0,0,3,7,0,1980,0,98155,47.7349,-122.295
285000,3,1.75,94,460,1.0,0,5,6,0,1954,0,98118,47.5332,-122.29
477000,4,1.5,127,718,1.0,0,3,7,28,1928,0,98125,47.7093,-122.306
595000,4,2.5,193,288,2.0,0,3,7,64,1907,1993,98107,47.6634,-122.35799999999999
525000,3,2.25,194,262,3.0,0,3,8,0,2001,0,98103,47.6915,-122.339
341000,3,1.0,128,443,1.5,0,3,6,0,1908,0,98115,47.6881,-122.32
674000,3,3.25,213,620,2.0,0,3,9,36,2014,0,98125,47.7132,-122.29299999999999
230000,5,2.0,176,662,1.0,0,4,6,74,1951,0,98178,47.4975,-122.26100000000001
700000,3,2.75,230,679,1.0,0,5,7,102,1948,0,98177,47.7032,-122.37
595000,3,2.25,221,1500,1.0,0,3,8,92,1962,0,98115,47.6901,-122.28200000000001
470000,3,1.0,129,452,1.5,0,3,7,0,1929,0,98117,47.681000000000004,-122.36399999999999
382000,3,1.75,165,706,1.0,0,4,7,0,1953,0,98133,47.7442,-122.338
1234582,5,3.25,298,603,1.5,0,4,9,68,1939,0,98115,47.6792,-122.273
393000,2,1.0,94,386,1.0,0,5,6,0,1923,0,98136,47.5319,-122.391
450000,3,1.0,186,745,1.0,0,3,7,78,1956,0,98125,47.7136,-122.288
425000,2,1.0,69,368,1.0,0,2,6,0,1933,0,98108,47.54,-122.32
2555000,4,2.5,488,2411,2.0,1,2,10,67,1923,0,98105,47.661,-122.26899999999999
310000,2,1.0,66,529,1.0,0,2,6,0,1943,0,98136,47.5535,-122.39299999999999
395000,2,1.0,110,553,1.0,0,4,6,55,1949,0,98118,47.5357,-122.28
595000,2,1.0,90,331,1.0,0,3,6,0,1907,0,98119,47.6366,-122.365
375000,3,2.0,133,672,1.5,0,5,7,0,1955,0,98133,47.7517,-122.34200000000001
640000,3,3.5,160,182,2.0,0,3,8,40,1998,0,98122,47.6085,-122.311
575000,4,1.75,150,529,1.0,0,3,7,43,1947,0,98116,47.5674,-122.384
635000,2,2.5,128,104,2.0,0,3,8,24,2006,0,98102,47.6228,-122.319
522500,4,3.0,218,750,1.0,0,3,7,91,1977,0,98125,47.7258,-122.306
865000,6,2.75,322,474,2.0,0,5,8,98,1909,0,98117,47.6842,-122.363
951000,3,2.25,313,1180,1.0,0,3,9,0,1961,0,98118,47.5435,-122.26
499950,3,1.75,190,322,1.0,0,5,7,95,1951,0,98118,47.5635,-122.28200000000001
549000,3,2.0,214,331,1.5,0,4,7,69,1900,0,98122,47.6025,-122.303
1400000,5,3.75,340,729,3.0,0,3,9,74,1983,0,98115,47.6865,-122.266
619000,3,2.0,183,276,1.5,0,5,8,52,1927,0,98144,47.5891,-122.29299999999999
311000,5,3.0,186,544,1.0,0,3,7,74,1993,0,98108,47.5482,-122.294
600000,5,2.25,274,716,1.0,0,3,9,129,1960,0,98125,47.7048,-122.279
436000,2,1.0,73,607,1.0,0,3,6,0,1949,0,98122,47.6149,-122.29299999999999
500000,4,1.75,188,552,1.0,0,5,7,94,1943,0,98136,47.5507,-122.383
270000,1,1.0,66,478,1.0,0,3,7,0,1911,0,98103,47.6928,-122.337
415000,3,1.75,184,773,1.5,0,4,8,0,1959,0,98133,47.7535,-122.334
312000,3,2.25,142,491,1.0,0,5,7,71,1954,0,98115,47.6942,-122.304
539000,3,2.25,142,491,1.0,0,5,7,71,1954,0,98115,47.6942,-122.304
498000,3,3.0,217,253,2.0,0,3,7,53,1983,0,98125,47.7142,-122.281
650000,3,2.0,212,460,1.0,0,4,8,106,1938,0,98199,47.6521,-122.413
219950,2,1.0,91,593,1.0,0,3,7,0,1948,0,98178,47.5031,-122.245
740000,4,1.75,185,331,1.5,0,3,7,0,1902,0,98119,47.6337,-122.37100000000001
345000,3,1.0,110,610,1.0,0,4,7,0,1952,0,98155,47.7367,-122.319
1047500,3,2.25,270,644,3.0,0,3,9,24,1999,0,98117,47.6763,-122.404
402300,3,1.75,136,373,1.0,0,3,7,56,1926,0,98115,47.681000000000004,-122.304
492000,4,2.5,304,1487,1.5,0,5,7,98,1922,1956,98133,47.7563,-122.338
335000,3,1.0,95,662,1.0,0,3,6,14,1948,0,98126,47.5255,-122.376
695000,3,3.75,219,331,1.5,0,3,7,63,1927,0,98112,47.6374,-122.307
279000,3,1.0,93,727,1.0,0,3,6,0,1948,0,98155,47.766000000000005,-122.32
485000,2,1.75,190,248,1.0,0,3,7,95,1929,0,98115,47.6856,-122.31200000000001
285000,2,1.0,82,667,1.0,0,3,7,0,1943,0,98125,47.7118,-122.314
687500,3,1.5,118,194,1.5,0,3,8,0,1904,0,98122,47.6174,-122.30799999999999
445000,2,1.0,77,353,1.0,0,4,7,0,1926,0,98117,47.684,-122.37799999999999
619500,4,2.5,203,467,1.5,0,4,8,67,1912,0,98126,47.5719,-122.37700000000001
305000,3,1.5,111,482,1.0,0,4,7,55,1983,0,98106,47.5524,-122.35600000000001
874000,3,2.5,124,87,3.0,0,3,9,0,2007,0,98119,47.6265,-122.36399999999999
700000,3,2.0,178,414,1.0,0,3,7,78,1926,0,98107,47.6659,-122.359
590000,4,2.5,206,863,2.0,0,3,8,0,1991,0,98133,47.7125,-122.33200000000001
343500,4,1.75,162,571,1.0,0,4,7,53,1950,0,98178,47.5045,-122.24
334900,4,1.75,201,374,1.5,0,3,6,84,1911,0,98118,47.5487,-122.277
370000,3,2.5,164,373,2.0,0,3,7,0,2001,0,98155,47.7346,-122.30799999999999
535000,4,1.75,144,299,1.5,0,5,8,0,1928,0,98136,47.5405,-122.39299999999999
490000,4,2.25,186,456,2.0,0,3,7,29,1938,0,98117,47.6867,-122.369
651500,4,1.5,138,283,2.0,0,5,7,7,1929,0,98103,47.6893,-122.35
289000,2,1.5,93,120,2.0,0,3,7,14,2007,0,98118,47.5659,-122.286
790000,3,1.75,165,563,1.0,0,3,8,40,1940,0,98199,47.6366,-122.40100000000001
246950,3,3.5,165,155,2.0,0,3,7,29,2006,0,98108,47.542,-122.321
400000,3,1.0,97,552,1.0,0,3,7,0,1952,0,98116,47.5709,-122.40100000000001
615000,2,1.5,111,460,1.5,0,5,6,0,1907,0,98117,47.6793,-122.397
565000,3,1.75,158,204,1.5,0,3,7,41,1931,2003,98103,47.648999999999994,-122.335
292500,2,1.0,69,462,1.0,0,4,6,0,1942,0,98126,47.5368,-122.374
825000,3,2.25,231,958,1.0,0,3,8,64,1968,0,98115,47.7003,-122.285
525000,3,1.5,142,439,2.0,0,3,8,0,1941,2009,98126,47.5678,-122.37799999999999
438600,1,1.0,66,230,1.0,0,3,7,0,1910,0,98103,47.6597,-122.345
275000,4,1.75,155,552,1.0,0,3,7,0,1957,0,98178,47.497,-122.227
355000,3,0.75,131,282,1.0,0,4,7,52,1923,0,98103,47.6872,-122.346
666000,3,2.5,276,460,1.5,0,4,7,82,1918,0,98144,47.5781,-122.29299999999999
165000,3,1.0,103,460,1.0,0,3,6,0,1917,0,98146,47.5109,-122.35700000000001
299880,3,2.5,134,280,2.0,0,3,7,0,2000,0,98108,47.544,-122.296
499950,3,3.5,167,138,2.0,0,3,8,36,2014,0,98144,47.596000000000004,-122.29799999999999
920000,3,1.75,228,368,1.0,0,3,8,114,1948,2014,98122,47.615,-122.288
2300000,4,3.25,378,1465,2.0,1,3,12,128,2001,0,98115,47.6934,-122.271
620000,4,2.75,211,282,1.5,0,5,7,68,1928,0,98115,47.6793,-122.316
978000,4,2.75,241,1267,1.5,0,4,9,83,1926,0,98144,47.58,-122.285
325000,3,1.0,78,635,1.0,0,3,6,0,1948,0,98155,47.7441,-122.314
568000,3,2.5,160,120,3.0,0,3,8,0,2008,0,98116,47.5892,-122.387
525000,4,2.5,197,713,2.0,0,3,8,0,1996,0,98133,47.7173,-122.338
484950,2,1.0,92,456,1.0,0,4,7,0,1916,0,98107,47.6753,-122.36
1295000,3,2.75,307,1167,1.0,0,3,10,73,1956,1988,98105,47.6665,-122.27
106000,1,1.0,52,524,1.0,0,3,5,0,1947,0,98146,47.511,-122.359
474000,2,1.0,101,322,1.0,0,5,7,0,1908,0,98115,47.6741,-122.323
464000,2,2.0,113,442,2.0,0,3,7,0,1952,2004,98133,47.7145,-122.35
320000,3,1.0,140,816,1.5,0,4,7,0,1951,0,98155,47.7638,-122.31700000000001
216650,3,3.5,136,99,2.0,0,3,7,17,2007,0,98109,47.5421,-122.322
1125000,6,3.0,265,294,2.0,0,4,8,64,1919,0,98103,47.6506,-122.33200000000001
360000,2,1.0,103,1162,1.0,0,3,7,0,1940,0,98136,47.5397,-122.385
354000,5,1.75,168,735,1.0,0,4,7,71,1962,0,98106,47.5208,-122.35
850000,4,3.5,243,543,2.0,0,3,8,0,1937,1998,98136,47.5421,-122.383
275000,3,1.5,108,108,2.0,0,3,7,30,2007,0,98126,47.5459,-122.376
1655000,4,2.25,325,506,2.0,0,3,8,62,1940,0,98105,47.6618,-122.273
405000,3,2.5,199,938,1.0,0,3,7,74,1978,0,98133,47.7295,-122.331
451000,4,1.5,149,501,1.5,0,3,8,0,1955,0,98125,47.7065,-122.29700000000001
245000,2,1.0,80,566,1.0,0,3,6,0,1941,0,98106,47.5256,-122.34700000000001
450000,2,1.75,77,307,1.0,0,3,6,13,1912,0,98107,47.6692,-122.359
370350,3,3.5,123,107,2.0,0,3,8,24,2002,0,98133,47.711000000000006,-122.35600000000001
543000,3,2.5,142,116,3.0,0,3,8,0,2004,0,98103,47.6498,-122.346
265000,2,2.0,152,826,1.0,0,5,6,0,1942,0,98146,47.5073,-122.36
1125000,4,2.5,232,239,2.0,0,5,8,78,1925,0,98119,47.6434,-122.35799999999999
500000,2,1.5,140,740,1.0,0,5,7,0,1951,0,98125,47.7131,-122.306
855000,4,2.75,239,496,1.0,0,4,8,120,1960,0,98199,47.6382,-122.397
1325000,4,3.5,200,338,2.0,0,3,9,0,1905,1989,98115,47.6828,-122.329
457500,3,1.0,111,703,1.0,0,4,7,0,1952,0,98118,47.5377,-122.266
499000,4,2.5,181,239,2.0,0,3,7,49,1999,0,98144,47.5949,-122.30799999999999
615000,3,1.75,177,368,1.0,0,3,7,78,1950,0,98102,47.6392,-122.318
455000,2,1.5,94,105,3.0,0,3,7,0,2001,0,98115,47.6774,-122.325
458000,3,1.0,153,690,1.0,0,4,7,55,1940,0,98125,47.7105,-122.306
229050,1,1.0,39,303,1.0,0,4,4,0,1949,0,98136,47.5375,-122.391
328500,3,2.25,128,129,3.0,0,3,7,0,2004,0,98125,47.7227,-122.296
650000,4,2.0,167,460,1.5,0,3,7,17,1945,0,98115,47.6815,-122.26899999999999
398500,3,2.5,150,181,2.0,0,3,8,0,1996,0,98177,47.7753,-122.375
156000,2,1.75,54,565,1.0,0,2,5,0,1947,0,98118,47.545,-122.27799999999999
760000,3,2.5,189,1382,1.0,0,3,9,41,1960,0,98177,47.75899999999999,-122.37100000000001
676000,3,2.0,159,624,2.5,0,4,7,0,1942,0,98199,47.6462,-122.40299999999999
475000,4,3.5,224,281,2.0,0,3,8,46,2006,0,98108,47.555,-122.309
880000,4,2.75,296,404,1.5,0,4,9,83,1931,0,98105,47.6713,-122.27600000000001
420000,3,1.5,164,460,1.0,0,4,7,69,1958,0,98118,47.5168,-122.256
395000,2,1.75,129,230,1.0,0,5,7,63,1916,0,98116,47.5628,-122.391
429950,3,1.5,185,872,1.0,0,3,8,40,1951,0,98125,47.7102,-122.281
505000,2,1.0,94,460,1.0,0,4,7,0,1916,0,98117,47.6781,-122.363
550000,3,1.0,93,563,1.0,0,3,7,14,1940,0,98115,47.6861,-122.296
460000,2,1.5,165,346,1.5,0,4,8,47,1928,0,98117,47.6871,-122.37299999999999
339000,3,1.0,106,230,1.0,0,3,6,13,1947,0,98126,47.5194,-122.376
950000,4,3.5,371,386,3.0,0,3,9,0,1992,0,98199,47.6416,-122.38600000000001
675000,3,1.5,134,596,1.0,0,4,7,44,1940,0,98117,47.6962,-122.397
400000,3,2.75,204,460,2.0,0,3,7,0,1993,0,98108,47.5515,-122.324
530000,5,2.0,278,552,1.5,0,5,7,107,1925,0,98126,47.5207,-122.37799999999999
365000,3,1.75,167,511,1.0,0,4,7,73,1939,0,98103,47.6867,-122.352
804000,4,2.5,241,466,2.0,0,3,9,0,2005,0,98116,47.5634,-122.39399999999999
808250,3,2.0,161,243,1.0,0,3,8,68,1914,2005,98119,47.6419,-122.368
479000,2,2.25,113,86,2.0,0,3,8,19,2004,0,98112,47.6192,-122.301
680000,5,2.0,197,460,1.5,0,4,7,11,1913,0,98122,47.6044,-122.29899999999999
1750000,6,3.0,323,530,2.5,0,4,10,0,1906,0,98112,47.6263,-122.31200000000001
188000,1,1.0,51,1504,1.0,0,3,4,0,1945,0,98106,47.5181,-122.339
1142000,4,3.25,230,534,1.5,0,3,8,50,1926,0,98112,47.632,-122.29
635200,4,1.75,151,390,1.0,0,5,7,66,1921,0,98117,47.6766,-122.368
544000,3,2.5,162,161,3.5,0,3,8,0,1998,0,98105,47.6688,-122.279
402000,3,1.5,121,289,2.0,0,3,7,0,1998,0,98144,47.5909,-122.29700000000001
575000,4,1.5,132,383,1.5,0,3,7,0,1910,0,98199,47.6606,-122.397
850000,4,3.25,284,620,2.0,0,3,9,0,1923,2015,98177,47.768,-122.38799999999999
238000,3,2.0,94,111,2.0,0,3,7,28,2004,0,98126,47.5445,-122.376
625000,4,1.75,201,408,1.5,0,3,8,15,1912,0,98112,47.636,-122.302
1110000,5,3.25,308,368,2.0,0,4,8,77,1997,0,98105,47.6645,-122.291
820000,3,2.5,231,506,2.0,0,3,9,0,1995,0,98136,47.5419,-122.383
355000,3,2.5,173,487,1.0,0,3,8,58,1974,0,98108,47.5401,-122.3
495000,4,1.5,167,736,1.0,0,3,8,55,1960,0,98125,47.726000000000006,-122.29700000000001
398750,3,2.5,205,368,2.0,0,3,7,0,1954,0,98144,47.5801,-122.306
625000,4,1.5,195,460,2.0,0,4,8,0,1900,0,98122,47.6024,-122.296
540000,3,1.5,239,468,1.0,0,4,7,110,1940,0,98126,47.5659,-122.376
519000,2,1.0,76,259,1.0,0,4,7,0,1920,0,98103,47.68899999999999,-122.34700000000001
324000,2,1.0,98,552,1.0,0,3,7,0,1955,0,98133,47.7307,-122.33200000000001
2795000,5,3.25,422,1177,2.0,0,5,11,92,1928,0,98199,47.6453,-122.41
565000,4,1.0,142,226,1.5,0,4,7,0,1906,0,98103,47.6522,-122.348
373000,4,1.75,146,729,2.0,0,4,7,0,1960,0,98133,47.7456,-122.336
613000,2,2.0,108,174,1.5,0,4,8,0,1927,0,98119,47.6402,-122.37100000000001
407000,2,1.0,68,587,1.0,0,3,6,0,1912,0,98115,47.6929,-122.318
472000,3,2.5,109,116,3.0,0,3,8,0,2010,0,98119,47.6381,-122.375
1250000,5,2.75,272,2604,1.0,0,4,9,74,1959,0,98177,47.7606,-122.37
412000,3,1.75,173,529,1.0,0,4,7,86,1945,0,98126,47.5354,-122.37799999999999
717000,3,1.0,106,460,1.0,0,3,8,0,1959,2015,98117,47.6805,-122.369
800000,3,1.75,139,331,1.0,0,5,8,26,1910,0,98119,47.6387,-122.363
420000,3,1.0,132,517,1.0,0,4,6,66,1922,0,98115,47.696000000000005,-122.319
350000,2,1.5,106,695,1.0,0,3,7,0,1944,0,98125,47.7298,-122.286
491000,3,2.0,115,120,3.0,0,3,7,0,2000,0,98107,47.6705,-122.39
900000,3,2.5,208,881,2.0,0,3,8,52,1925,2004,98117,47.6928,-122.399
415885,3,1.0,121,383,1.0,0,4,7,0,1964,0,98126,47.5301,-122.381
550000,3,2.5,169,279,1.0,0,3,7,85,1926,0,98105,47.6557,-122.32700000000001
272000,1,0.75,96,555,1.0,0,3,7,42,1991,0,98178,47.5078,-122.251
650000,4,2.75,176,1521,1.0,0,4,7,45,1940,0,98117,47.6952,-122.39
675000,4,1.75,141,333,1.5,0,4,7,0,1913,0,98103,47.6529,-122.334
332888,2,2.5,97,95,2.0,0,3,8,9,2007,0,98122,47.6018,-122.29899999999999
255000,1,0.5,81,151,1.0,0,3,6,35,1910,0,98126,47.5732,-122.37200000000001
244000,3,2.5,135,859,2.0,0,3,7,0,1991,0,98155,47.7651,-122.323
359000,4,1.0,201,977,1.5,0,3,7,0,1950,0,98155,47.7522,-122.307
500000,2,1.5,190,500,2.0,0,3,7,64,1951,0,98108,47.5571,-122.29899999999999
1545000,4,2.25,243,276,2.0,0,3,7,52,1908,0,98109,47.6313,-122.344
412000,3,1.0,153,643,1.0,0,5,7,37,1952,0,98155,47.7576,-122.318
299950,2,1.5,128,162,3.0,0,3,7,0,2005,0,98133,47.7274,-122.35700000000001
1081000,4,3.0,229,398,1.5,0,3,8,74,1922,2003,98105,47.6628,-122.32600000000001
1400000,4,3.25,274,644,2.0,0,3,10,77,1900,2014,98144,47.5933,-122.292
315000,2,1.0,72,662,1.0,0,2,6,0,1935,0,98118,47.5609,-122.279
523000,3,1.5,116,288,1.5,0,3,8,0,1931,0,98116,47.5755,-122.38799999999999
490000,3,2.25,219,552,1.0,0,3,8,31,1961,0,98115,47.6955,-122.275
310000,4,1.0,95,529,1.0,0,3,7,0,1971,0,98126,47.553000000000004,-122.37
750000,3,2.25,207,488,2.0,0,4,8,68,1975,0,98115,47.6741,-122.271
478000,2,1.75,180,552,1.0,0,4,7,90,1904,0,98199,47.6531,-122.40100000000001
1370000,2,2.25,226,1558,1.5,0,4,9,49,1936,0,98117,47.6792,-122.404
208417,2,1.0,77,386,1.0,0,3,5,0,1938,0,98108,47.5292,-122.316
410000,4,2.0,175,469,1.0,0,3,6,87,1914,1973,98117,47.6767,-122.38
590000,4,2.75,199,387,1.0,0,3,7,99,1969,0,98125,47.7081,-122.27600000000001
617000,3,2.5,173,506,2.0,0,4,7,0,1947,2007,98199,47.657,-122.39299999999999
438750,3,1.75,148,596,1.0,0,4,7,0,1947,0,98125,47.7137,-122.307
1280000,4,3.0,300,414,2.0,0,3,9,88,1930,2014,98109,47.6314,-122.353
995000,5,3.25,365,739,2.0,0,3,9,92,1979,0,98177,47.7764,-122.385
1580000,4,2.5,420,6853,2.0,0,5,12,0,1948,1985,98177,47.7282,-122.37200000000001
635000,5,2.75,241,506,1.5,0,3,7,84,1911,0,98117,47.6806,-122.38799999999999
530000,3,2.5,126,100,3.0,0,3,7,5,2003,0,98115,47.6776,-122.324
295000,2,1.0,66,380,1.0,0,4,6,0,1943,0,98106,47.5245,-122.354
869900,6,4.5,253,405,2.0,0,3,8,90,1987,0,98103,47.6883,-122.335
485000,3,1.75,165,623,1.0,0,3,8,0,1951,0,98126,47.5412,-122.37700000000001
400000,2,2.0,97,108,2.0,0,3,8,30,2004,0,98122,47.6181,-122.302
495000,4,2.0,158,498,2.0,0,3,7,23,1938,1980,98115,47.6929,-122.321
500000,3,1.0,98,423,1.0,0,3,7,11,1930,0,98116,47.5627,-122.383
391000,2,1.0,82,499,1.0,0,3,6,0,1946,0,98117,47.6966,-122.368
451000,5,3.0,208,599,1.0,0,3,7,86,2003,0,98155,47.7508,-122.322
590000,4,2.75,206,497,2.0,0,4,7,64,1940,0,98116,47.5785,-122.402
1236300,5,3.5,293,426,2.0,0,3,10,70,2001,0,98199,47.6423,-122.39399999999999
419000,5,3.0,201,888,2.0,0,3,7,0,1999,0,98178,47.5049,-122.23899999999999
1850000,5,3.25,339,558,2.0,0,5,9,97,1925,0,98112,47.6341,-122.304
545000,4,1.75,176,619,1.0,0,4,7,64,1953,0,98116,47.5693,-122.391
615000,3,1.75,164,476,1.0,0,4,7,73,1927,0,98116,47.5696,-122.38600000000001
625500,2,1.0,199,684,1.0,0,4,6,79,1953,0,98115,47.6981,-122.286
900000,3,2.5,262,1061,1.0,0,3,8,108,1952,2008,98155,47.748000000000005,-122.288
289950,3,1.0,100,762,1.0,0,3,6,0,1947,2006,98155,47.7562,-122.318
240000,2,1.5,154,909,1.0,0,4,7,0,1941,1963,98146,47.4864,-122.348
237502,3,1.0,90,696,1.0,0,3,7,0,1951,0,98126,47.5256,-122.375
1280000,4,3.5,399,506,2.0,0,3,10,137,2008,0,98199,47.6427,-122.397
350000,3,3.25,134,146,2.0,0,3,8,30,2006,0,98126,47.5481,-122.374
275000,3,1.0,115,704,1.0,0,3,7,23,1952,0,98125,47.7289,-122.291
365000,4,2.5,166,466,1.0,0,5,7,66,1979,0,98118,47.5303,-122.28
400000,2,1.75,115,707,1.0,0,3,7,0,1922,1968,98126,47.5242,-122.37100000000001
278750,2,2.0,74,530,1.0,0,4,6,0,1936,0,98133,47.7024,-122.346
527700,2,2.25,122,74,3.0,0,3,8,0,2009,0,98117,47.6904,-122.395
740000,4,2.75,266,368,1.5,0,4,9,64,1931,0,98109,47.6419,-122.351
429950,4,1.75,156,941,1.0,0,3,8,35,1959,0,98133,47.7453,-122.351
199400,2,1.0,81,368,1.0,0,4,6,0,1916,0,98106,47.5331,-122.352
324950,3,1.5,111,696,1.0,0,3,7,0,1941,0,98126,47.5255,-122.374
467000,5,2.0,191,368,1.0,0,4,6,96,1909,0,98144,47.5858,-122.30799999999999
380000,3,1.0,127,497,1.0,0,4,7,0,1954,0,98125,47.7134,-122.288
700000,4,1.0,155,370,1.5,0,3,7,0,1921,0,98103,47.6663,-122.33200000000001
670000,3,1.75,159,313,1.0,0,5,7,70,1928,0,98107,47.6662,-122.36399999999999
419000,3,1.5,138,761,1.0,0,4,7,0,1958,0,98177,47.7741,-122.38
397000,3,1.75,123,469,1.0,0,3,7,0,1953,0,98103,47.693999999999996,-122.348
370000,2,1.0,69,186,1.0,0,3,7,0,1908,1995,98122,47.6175,-122.301
399000,3,2.0,178,1500,1.0,0,3,7,74,1978,0,98155,47.773999999999994,-122.28299999999999
717000,3,1.5,121,357,1.0,0,3,7,20,1956,0,98117,47.6821,-122.39200000000001
635000,4,3.0,193,350,2.0,0,3,8,0,1972,0,98115,47.6807,-122.291
355000,3,1.0,109,697,1.0,0,4,7,0,1977,0,98155,47.7372,-122.294
870300,4,2.5,216,290,1.5,0,4,8,61,1910,0,98103,47.6605,-122.335
310000,3,1.0,109,780,1.5,0,3,7,0,1956,0,98155,47.7416,-122.32700000000001
500000,3,2.5,209,520,2.0,0,3,8,0,1999,0,98133,47.7733,-122.351
1475000,3,2.75,360,651,1.0,0,5,9,178,1949,0,98112,47.6324,-122.289
410500,2,1.0,102,363,1.0,0,5,6,34,1916,0,98109,47.6436,-122.352
530000,3,1.5,114,375,1.5,0,3,8,0,1914,0,98144,47.5745,-122.291
260000,2,1.0,75,623,1.0,0,4,6,0,1918,0,98106,47.52,-122.354
290000,2,1.0,88,368,1.0,0,3,6,0,1918,0,98118,47.5554,-122.26700000000001
615000,4,1.5,182,298,1.5,0,4,8,18,1930,0,98144,47.583999999999996,-122.294
1400000,4,2.5,374,718,3.0,0,4,8,63,2002,0,98115,47.6838,-122.32700000000001
1620000,3,3.5,321,368,2.0,0,3,9,85,2009,0,98112,47.6385,-122.281
350000,3,1.0,104,754,1.0,0,5,6,0,1948,0,98155,47.7359,-122.306
254000,2,1.0,84,552,1.0,0,3,6,0,1943,0,98118,47.5253,-122.266
567000,3,1.75,150,393,1.5,0,3,7,0,1908,0,98115,47.6851,-122.322
402000,2,1.0,65,108,2.0,0,4,7,0,1943,0,98102,47.6412,-122.329
625000,4,2.5,259,774,2.0,0,3,9,0,2014,0,98155,47.7538,-122.325
432000,4,1.75,181,475,1.5,0,3,7,0,1942,0,98126,47.534,-122.37299999999999
672500,2,1.75,171,546,1.0,0,5,8,77,1956,0,98116,47.5751,-122.40700000000001
336000,4,1.0,164,397,1.5,0,5,6,0,1919,0,98118,47.5486,-122.27799999999999
636000,2,1.75,113,331,1.5,0,5,7,0,1925,0,98119,47.6423,-122.361
520000,2,1.0,103,565,1.0,0,3,7,20,1946,0,98117,47.6924,-122.37200000000001
900000,3,1.75,142,773,1.5,0,3,7,0,1902,0,98122,47.6187,-122.295
685000,4,2.0,215,552,1.0,0,5,8,98,1953,0,98199,47.6495,-122.40100000000001
464950,4,2.5,151,552,2.0,0,3,7,0,2011,0,98106,47.559,-122.365
525000,1,1.0,76,294,1.0,0,3,7,0,1924,0,98103,47.6557,-122.348
1443917,4,3.0,342,460,2.5,0,5,9,92,1905,0,98102,47.6282,-122.322
571000,4,1.0,124,368,1.5,0,3,8,0,1930,0,98117,47.6885,-122.38600000000001
104950,2,1.0,108,759,1.0,0,2,6,0,1949,0,98146,47.497,-122.346
1210000,4,2.75,336,642,2.0,0,4,9,103,1951,2003,98115,47.6756,-122.275
309000,3,1.0,100,690,1.5,0,3,6,0,1918,0,98106,47.5321,-122.354
600000,4,3.25,431,1374,2.0,0,3,10,93,1995,0,98155,47.7718,-122.28299999999999
785000,4,1.5,204,368,1.5,0,3,8,23,1925,0,98105,47.6564,-122.325
900000,4,2.75,363,940,1.0,0,3,10,175,1955,0,98117,47.6969,-122.384
